ID number,Date,Month,Year,Description of event,Type of event,Institutions or actors,UK jurisdiction,Special tag,Subject matter (general),Subject matter (specific),Source,...13,...14,...15
NA,2,December,2020,"Following previous appointments of new peers by the Prime Minister already outlined, the membership size of the House of Lords reached 820 in absolute terms with 799 peers entitled to sit and vote.","Decision, announcement, statement or speech",Prime Minister,UK,None,"Parliament; Ethics, standards and integrity",peerages; conventions; House of Lords,https://lordslibrary.parliament.uk/research-briefings/lln-2020-0127/,NA,NA,NA
NA,7,December,2020,The Secretary of State for Justice launched the Independent Human Rights Act Review (IHRAR) which would review the operation of the Human Rights Act 1998 since its coming into force 20 years ago.,commission or review,Ministry of Justice,UK,None,Human rights and equality; Courts; Rule of law,effective remedies; judicial review; HRA; IHRAR; ECHR,https://www.gov.uk/guidance/independent-human-rights-act-review,NA,NA,NA
NA,8,December,2020,The Senedd Cymru refused a legislative consent motion for the United Kingdom Internal Market Bill.,Parliamentary motion,"Department for Business, Energy and Industrial Strategy",UK; Wales,Brexit,"Devolution and the Union; Ethics, standards and integrity",Wales; internal market; Sewel convention; conventions,https://publications.parliament.uk/pa/bills/cbill/58-01/0224/lcm_senedd_UKIM.pdf,NA,NA,NA
NA,8,December,2020,"Former Conservative MEP, Sir Ashley Fox, was appointed as Head of the Independent Monitoring Authority for the Citizens' Rights Agreements, a body tasked with implementing the agreements between the UK and EU on protecting non-citizen EU residents in the UK.","Appointment, dismissal or resignation",Prime Minister,UK,Brexit,Civil service and public sector reform; Human rights and equality; Rule of law,public body appointments; international law,https://www.gov.uk/government/news/independent-monitoring-authority-chair-and-members-appointments,NA,NA,NA
NA,9,December,2020,"The Chancellor of the Duchy of Lancaster indicated that the government would no longer be pursuing a Constitution, Democracy and Rights Commission. Instead, he suggested that the government is ""eating the elephant in chunks"", or pursuing smaller commissions and reviews rather than one larger process. According to the Chancellor, this would include the Independent Review of Administrative Law and the Independent Human Rights Act Review.",commission or review,Chancellor of the Duchy of Lancaster,UK,None,Courts; Civil service and public sector reform; Human rights and equality; Rule of law,IRAL; IHRAR; HRA; new public bodies,https://committees.parliament.uk/oralevidence/1397/default/,NA,NA,NA
NA,14,December,2020,"The Parliamentary Constituencies Act 2020 received royal assent, which, among other things, removes the requirement that there be 600 parliamentary constituencies rather than 650 and removes any obligations on ministers to implement current reports of the Boundary Commission as of 24 March 2020.",Primary legislation,Cabinet Office,UK,None,Parliament,boundary changes; House of Commons; general election,https://www.legislation.gov.uk/ukpga/2020/25/contents/enacted/data.htm,NA,NA,NA
NA,14,December,2020,"The Private International Law (Implementation of Agreements) Act 2020 received royal assent, which makes provision to implement a number of international treaties related to private international law.",Primary legislation,Department for International Trade,UK,Brexit,Rule of law,international law,https://www.legislation.gov.uk/ukpga/2020/24/contents,NA,NA,NA
NA,16,December,2020,"Unanimously allowing an appeal, the UK Supreme Court ruled that the Airport National Policy Statement, designated as national policy by the Secretary of State for Transport on 26 June 2018 under section 5(1) of the Planning Act 2008, was lawful.",Case,Department for Transport,England,None,Courts,cases; judicial review; Supreme Court,https://www.supremecourt.uk/cases/docs/uksc-2020-0042-judgment.pdf,NA,NA,NA
NA,17,December,2020,The Equalities Office established a Disability Unit and Equality Hub designed to foster cross-government and cross-department efforts to improve the lives of disabled people and promote equality.,"Decision, announcement, statement or speech",Equalities Office,UK,None,Human rights and equality,disabilities; protected characteristics,https://www.gov.uk/government/news/fight-for-fairness-speech-to-set-out-governments-new-approach-to-equality,NA,NA,NA
NA,17,December,2020,The Minister for Equalities announced that the Equality Hub would be located in the North of England and take on sponsorship of the Social Mobility Commission.,"Decision, announcement, statement or speech",Equalities Office,UK,None,Human rights and equality; Civil service and public sector reform,relocation; disabilities; protected characteristics; civil service,https://www.gov.uk/government/news/fight-for-fairness-speech-to-set-out-governments-new-approach-to-equality,NA,NA,NA
NA,17,December,2020,"The United Kingdom Internal Market Act 2020 came into force. The final provisions of the Act, unlike the original proposals, would not grant the government the power to breach the Northern Ireland Protocol and did not contain any provision seeking to exclude judicial review of statutory instruments or decisions taken under the Act.",Primary legislation,"Department for Business, Energy and Industrial Strategy",UK,Brexit,Devolution and the Union; Courts; Rule of law,internal market; Sewel convention; conventions; ouster clauses; judicial review; Administrative Court; international law; Northern Ireland Protocol; government under law,https://www.legislation.gov.uk/ukpga/2020/27/contents/enacted,NA,NA,NA
NA,17,December,2020,"The Trade (Disclosure of Information) Act 2020 received royal assent, which grants Her Majesty's Revenue and Customs and other public bodies the power to disclose information for the purposes of analysing and facilitating international trade. The Act further creates an offence for disclosing information which reveals a person's identity.",Primary legislation,Department for International Trade,UK,Brexit,Human rights and equality,criminal sanctions; privacy,https://www.legislation.gov.uk/ukpga/2020/28/contents,NA,NA,NA
NA,17,December,2020,"The Taxation (Post-transition Period) Act 2020 received royal assent, which makes provision in connection with goods in Northern Ireland and their movement into or out of Northern Ireland, including the imposition and regulation of new customs duties.",Primary legislation,Northern Ireland Office; Department for International Trade,UK,Brexit,Devolution and the Union,criminal sanctions; Northern Ireland; Northern Ireland Protocol,https://www.legislation.gov.uk/ukpga/2020/26/contents,NA,NA,NA
NA,19,December,2020,"In a public statement, the Prime Minister announced that there would be changes to previously announced rules surrounding coronavirus ""Christmas bubbles"", whereby the bubbles would only be permitted on Christmas day instead of the five days of 23 to 27 December 2020 previously announced. The Prime Minister also announced a new tier 4 to take effect at 07:00 on 20 December for London and large parts of the South East of England, broadly equivalent to national lockdown restrictions including during the Christmas period.","Decision, announcement, statement or speech",Prime Minister; Department for Health,England,Coronavirus; second lockdown,Human rights and equality; Civil service and public sector reform,communications; freedom of association; protests; police powers; criminal sanctions; education,https://www.gov.uk/government/speeches/prime-ministers-statement-on-coronavirus-covid-19-19-december-2020,NA,NA,NA
NA,20,December,2020,"The Secretary of State for Health made the Health Protection (Coronavirus, Restrictions) (All Tiers and Obligations of Undertakings) (England) (Amendment) Regulations 2020, which created a new tier 4 of highest level coronavirus restrictions for London and large parts of the South East of England, and amended the previous provisions which permitted ""Christmas bubbles"". Christmas bubbles would now be limited to Christmas day only and would not be permitted in tier 4 areas.",Statutory instrument,Department for Health,England,Coronavirus; second lockdown,Human rights and equality,freedom of association; criminal sanctions; police powers; protests; education,https://www.legislation.gov.uk/uksi/2020/1611/contents,NA,NA,NA
NA,20,December,2020,"Andrew Bailey, former Chair of the Financial Conduct Authority who had previously made supportive comments regarding Brexit, was appointed as Governor of the Bank of England.","Appointment, dismissal or resignation",Prime Minister; Treasury,UK,Brexit,Civil service and public sector reform,public body appointments,https://www.bankofengland.co.uk/about/people/andrew-bailey/biography,NA,NA,NA
NA,21,December,2020,The Prime Minister appointed Fiona Bruce MP as his special envoy on freedom of belief or religion.,"Appointment, dismissal or resignation",Prime Minister,UK,None,Human rights and equality; Civil service and public sector reform,special envoys; freedom of expression; religion,https://www.gov.uk/government/people/fiona-bruce,NA,NA,NA
NA,22,December,2020,"The Prime Minister announced 16 new political peerages, including former Conservative MEPs Daniel Hannan and Syed Kamall.","Appointment, dismissal or resignation",Prime Minister,UK,None,"Ethics, standards and integrity; Parliament",peerages; conventions; House of Lords,https://www.gov.uk/government/news/political-peerages-2020,NA,NA,NA
NA,22,December,2020,The House of Lords Appointments Commission advised the Prime Minister against the appointment of Peter Cruddas as a peer.,"Appointment, dismissal or resignation",Prime Minister,UK,None,"Ethics, standards and integrity; Parliament",peerages; House of Lords Appointments Commission; conventions; House of Lords,https://lordsappointments.independent.gov.uk/wp-content/uploads/2020/12/2020-12-22-Chair-of-HOLAC-to-PACAC-Peter-Cruddas-peerage.pdf,NA,NA,NA
NA,22,December,2020,The Prime Minister declined to follow the advice of the House of Lords Appointments Commission in relation to Peter Cruddas and decided to grant Cruddas a peerage.,"Appointment, dismissal or resignation",Prime Minister,UK,None,"Ethics, standards and integrity; Parliament",peerages; House of Lords Appointments Commission; conventions; House of Lords,https://lordsappointments.independent.gov.uk/wp-content/uploads/2020/12/2020-12-22-Chair-of-HOLAC-to-PACAC-Peter-Cruddas-peerage.pdf,NA,NA,NA
NA,22,December,2020,"The UK Government and the devolved governments began a programme of so-called ""Common Frameworks"" whereby through agreement certain devolved matters previously administered at EU level would be devised on a consistent UK wide basis.","Decision, announcement, statement or speech",Cabinet Office,UK,Brexit,"Devolution and the Union; Ethics, standards and integrity",common frameworks; UK relations; Union policy; internal market; conventions,https://www.gov.uk/government/collections/uk-common-frameworks,NA,NA,NA
NA,24,December,2020,The UK and EU agreed the EU-UK Trade and Cooperation Agreement setting out the conditions for their future cross-border trade and political cooperation.,International treaty,Prime Minister,UK,Brexit,Rule of law,international law,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/948119/EU-UK_Trade_and_Cooperation_Agreement_24.12.2020.pdf,NA,NA,NA
NA,30,December,2020,The Scottish Parliament voted to refuse a legislative consent motion to the European Union (Future Relationship) Bill before the UK Parliament.,Parliamentary motion,Scotland Office; Department for Exiting the European Union,Scotland; UK,Brexit,"Devolution and the Union; Ethics, standards and integrity",Scotland; conventions; Sewel convention,https://archive2021.parliament.scot/S5_Bills/SPLCM-S05-50.pdf,NA,NA,NA
NA,30,December,2020,Parliament passed the European Union (Future Relationship) Act 2020 in a single day so as to implement the government's new EU-UK Trade and Cooperation Agreement. Section 29 of the Act provides that domestic law shall have effect from exit day with such modifications as are required to implement the Trade and Cooperation Agreement. Section 36 further provides that the duty to lay an international treaty before Parliament prior to ratification does not apply to the Trade and Cooperation Agreement.,Primary legislation,Prime Minister,UK,Brexit,Rule of law; Parliament,international law; scrutiny; House of Commons; House of Lords,https://www.legislation.gov.uk/ukpga/2020/29/enacted/data.htm,NA,NA,NA
NA,30,December,2020,The Leader of the House of Commons put forward a motion authorising MPs to participate virtually in House business by means approved by the Speaker.,Parliamentary motion,Leader of the House of Commons,UK,Coronavirus,Parliament,hybrid proceedings; scrutiny; House of Commons; Speaker of the House of Commons,https://hansard.parliament.uk/commons/2020-12-30/debates/7864E362-0605-4665-B462-F524B9401FC3/VirtualParticipationInProceedingsDuringThePandemic(TemporaryOrders)(No2),NA,NA,NA
NA,31,December,2020,The UK's Brexit transition period ended. The result was that EU law was no longer binding on the UK.,International treaty,Prime Minister,UK,Brexit,Rule of law,international law,https://www.gov.uk/transition,NA,NA,NA
NA,4,January,2021,"In a public statement, the Prime Minister announced a third national coronavirus lockdown in England from 6 January 2021.","Decision, announcement, statement or speech",Prime Minister; Department for Health,England,Coronavirus; third lockdown,Human rights and equality; Civil service and public sector reform,communications; freedom of association; protests; police powers; criminal sanctions; education,https://www.gov.uk/government/news/prime-minister-announces-national-lockdown,NA,NA,NA
NA,6,January,2021,"The Secretary of State for Health made the Health Protection (Coronavirus, Restrictions) (No. 3) and (All Tiers) (England) (Amendment) Regulations 2021, which implemented the third national lockdown in England from 6 January 2021.",Statutory instrument,Department for Health,England,Coronavirus; third lockdown,Human rights and equality,freedom of association; criminal sanctions; police powers; protests; education,https://www.legislation.gov.uk/uksi/2021/8/introduction/made,NA,NA,NA
NA,8,January,2021,"Alok Sharma MP was appointed as COP26 President, tasked with organising the 26th United Nations Framework Convention on Climate Change Conference of the Parties to be held in Glasgow in November 2021.","Appointment, dismissal or resignation",COP26,UK,None,Civil service and public sector reform,public body appointments; new public bodies,https://www.gov.uk/government/ministers/cop26-president,NA,NA,NA
NA,11,January,2021,"The Court of Appeal upheld a decision of the Upper Tribunal confirming a ruling of the First-tier Tribunal, in which the First-tier Tribunal decided that the applicant’s criminal conduct did not amount to “acts contrary to the purposes and principles of the United Nations” under Article1F(c) of the Refugee Convention. Had the result been otherwise, the Home Secretary would have been able to deport the applicant to Kenya as a result of criminal conduct which included the downloading of large quantities of material relating to Islamic terrorism.",Case,Home Office,UK,None,Courts; Human rights and equality,asylum and refugee protection; cases; Court of Appeal; judicial review; tribunals; terrorism,https://www.bailii.org/ew/cases/EWCA/Civ/2021/17.html,NA,NA,NA
NA,12,January,2021,The Cabinet Office established a Central Digital and Data Office for Government to shape strategy and project delivery using digital technologies and data.,"Decision, announcement, statement or speech",Cabinet Office,UK,None,Civil service and public sector reform,government departments; new public bodies; civil service; training and skills,https://www.gov.uk/government/news/government-strengthens-digital-leadership,NA,NA,NA
NA,13,January,2021,The Department for Health launched a 14 week consultation on reforming the Mental Health Act 1983.,Policy paper,Department for Health,England and Wales,None,Human rights and equality,mental health,https://www.gov.uk/government/consultations/reforming-the-mental-health-act,NA,NA,NA
NA,13,January,2021,The Leader of the House of Commons put forward a motion causing debates in Westminster Hall to cease between 14 January 2021 until the House resolved otherwise.,Parliamentary motion,Leader of the House of Commons,UK,Coronavirus; third lockdown,Parliament,hybrid proceedings; scrutiny; House of Commons; Speaker of the House of Commons,https://hansard.parliament.uk/commons/2021-01-13/debates/BDD82430-348B-4DA0-AEB1-A64C363367B2/SittingsInWestminsterHall(Suspension)(No2),NA,NA,NA
NA,14,January,2021,"Lord Herbert of South Downs, former Conservative MP, was appointed as the Chair of the College of Policing.","Appointment, dismissal or resignation",Home Office,England and Wales,None,Civil service and public sector reform,public body appointments,https://www.gov.uk/government/news/nick-herbert-appointed-chair-of-college-of-policing,NA,NA,NA
NA,15,January,2021,"Despite concern that he lacked media editorial experience, the House of Commons Digital, Culture, Media and Sport Committee approved the appointment of Richard Sharp as Chair of the BBC Board. Sharp was previously a member of the Bank of England's Financial Policy Committee and a senior manager at Goldman Sachs.","Appointment, dismissal or resignation","Department for Digital, Culture, Media and Sport",UK,None,Civil service and public sector reform; Parliament,committees; public body appointments; BBC,https://publications.parliament.uk/pa/cm5801/cmselect/cmcumeds/1119/111902.htm,NA,NA,NA
NA,15,January,2021,The Government Skills and Curriculum Unit established a New Curriculum and Campus for Government Skills designed to assist the training of civil servants. The Curriculum includes: foundations of public administration; working in government; leading and managing; specialist skills; and domain knowledge related to a specific area of government.,"Decision, announcement, statement or speech",Cabinet Office,UK,None,Civil service and public sector reform,civil service; new public bodies; training and skills,https://www.gov.uk/government/publications/the-new-curriculum-and-campus-for-government-skills/better-training-knowledge-and-networks-the-new-curriculum-and-campus-for-government-skills,NA,NA,NA
NA,16,January,2021,The House of Commons Future Relationship with the European Union Committee ceased to exist and operate after the Leader of the House of Commons refused a request for an extension to its activities of six months.,"Decision, announcement, statement or speech",Leader of the House of Commons,UK,Brexit,Parliament,committees; standing orders; government departments,https://publications.parliament.uk/pa/cm5801/cmselect/cmexeu/977/97702.htm,NA,NA,NA
NA,18,January,2021,The Official Opposition won two Opposition Day votes related to Universal Credit and Working Tax Credit and on access to remote education and the quality of free school meals. These votes were won as the government did not oppose the motions.,Parliamentary motion,Prime Minister; Department for Education; Department for Work and Pensions,England,Coronavirus; third lockdown,Parliament; Human rights and equality,children; social security; education; House of Commons,https://votes.parliament.uk/Votes/Commons/Division/939 and https://votes.parliament.uk/Votes/Commons/Division/940,NA,NA,NA
NA,18,January,2021,"The Prime Minister and the Chancellor of the Exchequer established the Build Back Better Council, a cross-government and industry forum tasked with promoting economic growth post Covid and Brexit.","Decision, announcement, statement or speech",Prime Minister; Treasury,UK,Brexit; Coronavirus; third lockdown,Civil service and public sector reform; Devolution and the Union,Union policy,https://www.gov.uk/government/news/prime-minister-and-chancellor-launch-new-business-council,NA,NA,NA
NA,19,January,2021,"The Counsel General for Wales launched a judicial review seeking declaratory relief as to the operation and effect of the United Kingdom Internal Market Act 2020. Specifically, the Counsel General argued that the Act could not be used to impliedly repeal aspects of the Government of Wales Act 2006 and that certain Henry VIII powers could not be used to diminish the legislative competence of the Senedd Cymru.",Case,"Department for Business, Energy and Industrial Strategy",Wales; UK,Brexit,Courts; Devolution and the Union,judicial review; Administrative Court; cases; Wales; internal market,https://gov.wales/written-statement-legal-challenge-uk-internal-market-act-2020,NA,NA,NA
NA,19,January,2021,"The House of Commons Home Affairs Committee held a pre-appointment hearing for the Home Office's preferred candidate for Independent Chief Inspector of Borders and Immigration, David Neal. The Committee decided that due to insufficient experience and inadequate answers provided at the pre-appointment hearings, it could not support his nomination for the role.",Report,Home Office,UK,None,"Parliament; Civil service and public sector reform; Ethics, standards and integrity",committees; immigration; public body appointments; House of Commons,https://publications.parliament.uk/pa/cm5801/cmselect/cmhaff/1024/102402.htm,NA,NA,NA
NA,20,January,2021,"The Court of Appeal held that it was not procedurally unfair that the points-based immigration system for determining whether an individual is granted leave to remain as a Tier 1 Migrant did not require the authority to notify an individual about concerns over the authenticity of their business, where those concerns risked the rejection of the visa application.",Case,Home Office,UK,None,Courts; Human rights and equality,immigration; cases; Court of Appeal; judicial review,https://www.bailii.org/ew/cases/EWCA/Civ/2021/19.html,NA,NA,NA
NA,21,January,2021,"The Senedd Cymru's Legislation, Justice and Constitution Committee wrote to the Secretary of State for Wales asking a series of questions in relation to the Sewel convention and its application to the passage of the United Kingdom Internal Market Act 2020.",Letter,Wales Office,Wales; UK,Brexit,"Devolution and the Union; Ethics, standards and integrity",conventions; Sewel convention; Wales; internal market,https://business.senedd.wales/documents/s113279/CLA5-07-21%20Paper%202.pdf,NA,NA,NA
NA,28,January,2021,The House of Lords sub-committee on International Agreements Committee was established in its own right as the House of Lords Committee on International Agreements.,"Decision, announcement, statement or speech",Department for International Trade,UK,Brexit,Parliament; Rule of law,committees; House of Lords; international law,https://publications.parliament.uk/pa/ld5801/ldselect/ldintagr/219/21903.htm,NA,NA,NA
NA,29,January,2021,"The West Yorkshire Combined Authority (Election of Mayor and Functions) Order 2021 was made by the Secretary of State for Housing, Communities and Local Government. This Order makes provision for a directly elected mayoralty in West Yorkshire and for certain functions surrounding education, skills and training; housing, regeneration, and planning; and transport, to be devolved to a Combined West Yorkshire Authority.",Statutory instrument,"Ministry of Housing, Communities and Local Government",England,None,Devolution and the Union; Elections and voters,mayors; local government; England,https://www.legislation.gov.uk/uksi/2021/112/contents/made,NA,NA,NA
NA,29,January,2021,"The Director of Labour Market Enforcement left office without a successor being appointed by the Secretary of State for Business. The former Director had offered to remain in post on a week to week basis, unpaid if necessary.","Appointment, dismissal or resignation","Department for Business, Energy and Industrial Strategy",UK,None,Civil service and public sector reform,public body appointments,https://www2.staffingindustry.com/eng/Editorial/Daily-News/UK-Government-s-Labour-Market-Enforcement-director-role-vacant-as-Matthew-Taylor-leaves-with-no-successor-56517,NA,NA,NA
NA,29,January,2021,Sir Stephen Lovegrove was appointed as the Prime Minister's National Security Advisor. This differed from the original appointment of Lord Frost.,"Appointment, dismissal or resignation",Prime Minister,UK,None,Civil service and public sector reform,civil service; public body appointments,https://www.gov.uk/government/people/stephen-lovegrove,NA,NA,NA
NA,3,February,2021,"Sir Kevan Collins was appointed by the Prime Minister and Secretary of State for Education as Education Recovery Commissioner, tasked with assisting the government to devise a strategy to assist school-age children to recover any education lost during the coronavirus pandemic.","Appointment, dismissal or resignation",Prime Minister; Department for Education,England,Coronavirus; third lockdown,Civil service and public sector reform; Human rights and equality,children; education; public body appointments,https://www.gov.uk/government/news/new-commissioner-appointed-to-oversee-education-catch-up,NA,NA,NA
NA,3,February,2021,"The Ministerial and other Maternity Allowances Bill was introduced into the House of Commons and was designed to provide ministers and shadow ministers with the right to take paid maternity leave for the first time. The Bill as introduced made provision for a ""person"" who was pregnant rather than a ""mother"".",Primary legislation,Cabinet Office; Treasury,UK,None,"Human rights and equality; Ethics, standards and integrity",public rhetoric; LGBT; women and gender,https://publications.parliament.uk/pa/bills/cbill/58-01/0255/200255lp.pdf,NA,NA,NA
NA,4,February,2021,"The Court of Appeal found that the Home Office decision to set the fee for applications to register a child as a British citizen at a significantly higher level than the administrative cost of processing applications to be a failure of the duty to promote the best interests of children in section 55 of the Borders, Citizenship and Immigration Act 2009.",Case,Home Office,UK,None,Human rights and equality; Courts,children; immigration; cases; Court of Appeal; judicial review,https://www.bailii.org/ew/cases/EWCA/Civ/2021/117.html,NA,NA,NA
NA,8,February,2021,"Former Conservative MP, Lord Wharton of Yarm, was appointed as Chair of the Office for Students.","Appointment, dismissal or resignation",Department for Education,England and Wales,None,Civil service and public sector reform; Human rights and equality,public body appointments; education,https://www.officeforstudents.org.uk/news-blog-and-events/press-and-media/lord-wharton-appointed-as-new-chair-of-office-for-students/,NA,NA,NA
NA,9,February,2021,"Max Blain, former head of news at the Department for Health, was appointed as the Prime Minister's Official Spokesperson.","Appointment, dismissal or resignation",Prime Minister,UK,None,Civil service and public sector reform,civil service; communications,https://www.gov.uk/government/news/max-blain-will-be-the-new-prime-ministers-official-spokesperson,NA,NA,NA
NA,9,February,2021,"James Slack, former home affairs editor for the Daily Mail, was appointed as the Prime Minister's Director of Communications to replace Lee Cain.","Appointment, dismissal or resignation",Prime Minister,UK,None,Civil service and public sector reform,communications; special advisors,https://www.gov.uk/government/news/max-blain-will-be-the-new-prime-ministers-official-spokesperson,NA,NA,NA
NA,9,February,2021,"HM Probation and Prisons Service announced that from June 2021 its ""Target Operating Model"" would be ""unified"". In practice, this means that all probation services will be operated by the public sector National Probation Service rather than a mixture of private and public provision.",Policy paper,Ministry of Justice,England and Wales,None,Civil service and public sector reform,nationalisation; privatisation; prisons and probation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/959745/HMPPS_-_The_Target_Operating_Model_for_the_Future_of_Probation_Services_in_England___Wales_-__English__-_09-02-2021.pdf,NA,NA,NA
NA,9,February,2021,"The government made use of a parliamentary procedure known as ""packaging"" to prevent a vote in the House of Commons on the so-called ""genocide amendment"" to the Trade Bill, which would make it more difficult for the government to agree international trade agreements with governments believed to have committed genocide.","Decision, announcement, statement or speech",Department for International Trade,UK,Brexit,"Parliament; Ethics, standards and integrity; Human rights and equality",parliamentary procedure,https://www.hansardsociety.org.uk/blog/ping-pong-and-packaging,NA,NA,NA
NA,11,February,2021,"The Medicines and Medical Devices Act 2021 received royal assent, which creates the Commissioner for Patient Safety tasked with promoting the safety of patients with regard to medicines and medical devices and to promote the views and voices of patients with regard to medicines and medical device safety.",Primary legislation,Department for Health,UK,None,Human rights and equality; Civil service and public sector reform,new public bodies,https://www.legislation.gov.uk/ukpga/2021/3/contents,NA,NA,NA
NA,12,February,2021,The Prime Minister appointed Lord Lister as special envoy for the Gulf.,"Appointment, dismissal or resignation",Prime Minister,UK,None,Civil service and public sector reform,special envoys,https://www.reuters.com/article/britain-mideast-int-idUSKBN2AC1O3,NA,NA,NA
NA,12,February,2021,"Paul Potts, a former journalist at The Times, was appointed as the government's senior independent panel member as part of the panel which will choose the next Chair of Ofcom.","Appointment, dismissal or resignation","Department for Digital, Culture, Media and Sport",UK,None,Civil service and public sector reform,public body appointments,https://publicappointments.cabinetoffice.gov.uk/appointment/chair-ofcom/,NA,NA,NA
*,16,February,2021,"The Department for Education announced proposals to implement ""tougher legal measures to strengthen free speech and academic freedom at universities"". Proposals include the appointment of a new Free Speech and Academic Freedom Champion, and a new legal measure which would allow individuals to seek compensation if they suffer loss from the breach of free speech duties.","Decision, announcement, statement or speech",Department for Education,England,None,Human rights and equality,freedom of expression,https://www.gov.uk/government/news/landmark-proposals-to-strengthen-free-speech-at-universities,NA,NA,NA
NA,17,February,2021,Richard Sharp was appointed as Chair of the BBC Board. Sharp was previously a member of the Bank of England's Financial Policy Committee and a senior manager at Goldman Sachs.,"Appointment, dismissal or resignation","Department for Digital, Culture, Media and Sport",UK,None,Civil service and public sector reform,public body appointments; BBC,https://www.gov.uk/government/news/richard-sharp-is-confirmed-as-the-new-bbc-board-chair,NA,NA,NA
NA,17,February,2021,"The Department for Education released a policy paper entitled ""Higher education: free speech and academic freedom"" setting out proposals to extend the legal protection of freedom of expression in universities in England.",Policy paper,Department for Education,England and Wales,None,"Human rights and equality; Ethics, standards and integrity",freedom of expression; academic freedom; civil society independence; public rhetoric,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961537/Higher_education_free_speech_and_academic_freedom__web_version_.pdf,NA,NA,NA
NA,17,February,2021,The Secretary of State for Education sent a letter to each university Vice Chancellor in England reminding them of their legal duties to protect freedom of speech and academic freedom for the purposes of university business.,Letter,Department for Education,England,None,"Human rights and equality; Ethics, standards and integrity",freedom of expression; academic freedom; civil society independence; public rhetoric,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962114/SoS_-_Letter_Responsible_Officers.pdf,NA,NA,NA
NA,17,February,2021,"The Prime Minister appointed Lord Frost, the former Chief Negotiator during the Brexit negotiations, as Minister of State in the Cabinet Office with particular responsibility for European matters.","Appointment, dismissal or resignation",Prime Minister; Cabinet Office,UK,Brexit,Civil service and public sector reform,ministerial appointments,https://www.gov.uk/government/news/lord-frost-cmg-appointed-as-a-minister-of-state-in-the-cabinet-office,NA,NA,NA
NA,18,February,2021,The Administrative Court determined that the Secretary of State for Health had failed to follow the appropriate policy in relation to the publication of public contracts related to coronavirus personal protective equipment.,Case,Department for Health,England,Coronavirus,"Courts; Ethics, standards and integrity",case; Administrative Court; judicial review; transparency; procurement,https://www.judiciary.uk/wp-content/uploads/2021/02/GLP-v-DHSC-190221.pdf,NA,NA,NA
NA,19,February,2021,"Henry Newman, a friend of the Prime Minister's then girlfriend, Carrie Symonds, was appointed as a senior advisor to the Prime Minister.","Appointment, dismissal or resignation",Prime Minister,UK,None,Civil service and public sector reform,special advisors,https://www.spectator.co.uk/article/turbulence-in-downing-street-as-union-unit-head-quits,NA,NA,NA
NA,19,February,2021,"Oliver Lewis, who spearheaded the Vote Leave campaign during the Brexit referendum in 2016, resigned as head of the Union Unit in No. 10.","Appointment, dismissal or resignation",Prime Minister,UK,None,Civil service and public sector reform; Devolution and the Union,special advisors; resignation,https://www.theguardian.com/politics/2021/feb/19/oliver-lewis-quits-head-no-10-union-unit-two-weeks-vote-leave,NA,NA,NA
NA,19,February,2021,"The Department for Business, Energy and Industrial Strategy launched a proposal for a new scientific research agency known as the Advanced Research and Innovation Agency (ARIA) to fund high risk, high risk science.",Policy paper,"Department for Business, Energy and Industrial Strategy",UK,None,Civil service and public sector reform,new public bodies,https://www.gov.uk/government/news/uk-to-launch-new-research-agency-to-support-high-risk-high-reward-science,NA,NA,NA
NA,20,February,2021,"The Ministry of Housing, Communities and Local Government announced that it would establish a second headquarters outside of London in Wolverhampton, with at least 500 officials to be based in that headquarters by 2025.","Decision, announcement, statement or speech","Ministry of Housing, Communities and Local Government",England,None,Civil service and public sector reform,relocation; government departments; civil service,https://www.gov.uk/government/news/jenrick-confirms-housing-department-wolverhampton-hq-in-historic-move,NA,NA,NA
NA,22,February,2021,"The Prime Minister made a public statement announcing the government's ""roadmap out of lockdown"", setting out a four step plan to remove legal coronavirus restrictions in England.","Decision, announcement, statement or speech",Prime Minister; Department for Health,England,Coronavirus; roadmap out of lockdown,Human rights and equality; Civil service and public sector reform,communications; freedom of association; protests; police powers; criminal sanctions; education,https://www.gov.uk/government/publications/covid-19-response-spring-2021/covid-19-response-spring-2021-summary,NA,NA,NA
NA,25,February,2021,The House of Commons agreed to a motion to resume sittings in Westminster Hall from 8 March 2021 through electronic means approved by the Speaker of the House of Commons.,Parliamentary motion,Leader of the House of Commons,UK,Coronavirus; third lockdown,Parliament,hybrid proceedings; scrutiny; House of Commons; Speaker of the House of Commons,https://hansard.parliament.uk/commons/2021-01-13/debates/BDD82430-348B-4DA0-AEB1-A64C363367B2/SittingsInWestminsterHall(Suspension)(No2),NA,NA,NA
NA,25,February,2021,The Prime Minister established a new Union Strategy Committee in the Cabinet to be headed by the Prime Minister.,"Decision, announcement, statement or speech",Prime Minister,UK,None,Civil service and public sector reform; Devolution and the Union,Cabinet committees; Union policy; UK relations,https://www.bbc.co.uk/news/uk-politics-56193743,NA,NA,NA
